"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"o_pedsql_fatigue_alg_1_recoded","integer",2606,0.196175200493523,6,59.8618572524942,50,50,NA,30.0211075368533,NA,0,100,100,-0.193116272788397,-2.01349347019682,-0.916467672399791,-4.77952403417428,NA,NA
"o_pedsql_fatigue_alg_2_recoded","integer",2606,0.196175200493523,6,74.5395241749808,75,75,NA,27.3997732384103,NA,0,100,100,-0.768065325323377,-8.0081004821264,-0.395435377469605,-2.06225811067593,NA,NA
"o_pedsql_fatigue_alg_3_recoded","integer",2606,0.196175200493523,6,77.2640061396777,75,75,NA,26.6878764612313,NA,0,100,100,-0.90732120510441,-9.46002786544357,-0.142782337430824,-0.744632499277627,NA,NA
"o_pedsql_fatigue_alg_4_recoded","integer",2606,0.196175200493523,6,81.2931696085955,100,100,NA,24.6124823473979,NA,0,100,100,-1.16633163318526,-12.160555366951,0.542248939981404,2.82791408709512,NA,NA
"o_pedsql_fatigue_alg_5_recoded","integer",2606,0.196175200493523,6,73.4842670759785,75,75,NA,27.6842136114103,NA,0,100,100,-0.699226126052023,-7.29036045833087,-0.494729909311755,-2.58009481751681,NA,NA
"o_pedsql_fatigue_alg_6_recoded","integer",2606,0.196175200493523,6,70.9132770529547,75,75,NA,28.4953873804715,NA,0,100,100,-0.6117865602817,-6.37868692521383,-0.613371640082909,-3.19883023040042,NA,NA
"o_pedsql_fatigue_cognitief_1_recoded","integer",2606,0.196175200493523,6,68.9466615502686,75,75,NA,28.612398061393,NA,0,100,100,-0.506652370922911,-5.28252345482463,-0.733390993912984,-3.82475016568284,NA,NA
"o_pedsql_fatigue_cognitief_2_recoded","integer",2606,0.196175200493523,6,74.5970836531082,75,75,NA,27.5578396301471,NA,0,100,100,-0.81906060413268,-8.53979395057846,-0.270860789863583,-1.4125819099309,NA,NA
"o_pedsql_fatigue_cognitief_3_recoded","integer",2606,0.196175200493523,6,76.5541059094398,75,75,NA,26.819263359864,NA,0,100,100,-0.949769793116388,-9.90261073817147,0.0567649537021748,0.296038222284377,NA,NA
"o_pedsql_fatigue_cognitief_4_recoded","integer",2606,0.196175200493523,6,75.8537989255564,75,75,NA,28.4684240839506,NA,0,100,100,-0.950913405727931,-9.91453441758247,-0.0905162648879108,-0.472056654636401,NA,NA
"o_pedsql_fatigue_cognitief_5_recoded","integer",2606,0.196175200493523,6,80.2762854950115,100,100,NA,25.081066831657,NA,0,100,100,-1.18132545379466,-12.3168858483465,0.695647450825716,3.62791161179461,NA,NA
"o_pedsql_fatigue_cognitief_6_recoded","integer",2606,0.196175200493523,6,74.712202609363,75,75,NA,28.8937703037098,NA,0,100,100,-0.906706678598858,-9.45362061095215,-0.190126263322205,-0.991538569709439,NA,NA
"o_pedsql_fatigue_slaap_1_recoded","integer",2606,0.196175200493523,6,78.8852647735994,100,100,NA,26.423297855226,NA,0,100,100,-1.08860465114057,-11.3501484108445,0.298798649605832,1.5582822724454,NA,NA
"o_pedsql_fatigue_slaap_2_recoded","integer",2606,0.196175200493523,6,80.9574059861857,100,100,NA,26.0619833443368,NA,0,100,100,-1.31828758431264,-13.7448978510656,0.966420043396756,5.04003355887886,NA,NA
"o_pedsql_fatigue_slaap_3_recoded","integer",2606,0.196175200493523,6,61.8764389869532,75,75,NA,31.7585916457578,NA,0,100,100,-0.345656894581556,-3.6039319220451,-0.946583564941923,-4.93658318263155,NA,NA
"o_pedsql_fatigue_slaap_4_recoded","integer",2606,0.196175200493523,6,76.0936300844206,75,75,NA,28.2444304584637,NA,0,100,100,-0.88094949251209,-9.1850677580645,-0.358458012698939,-1.86941529803307,NA,NA
"o_pedsql_fatigue_slaap_5_recoded","integer",2606,0.196175200493523,6,90.1189562547966,100,100,NA,19.5737997507814,NA,0,100,100,-2.16474410107301,-22.5703305538293,4.37976532807057,22.8411697215052,NA,NA
"o_pedsql_fatigue_slaap_6_recoded","integer",2606,0.196175200493523,6,81.8783576362241,100,100,NA,25.9730440463357,NA,0,100,100,-1.32296536995434,-13.7936699752815,0.800942781000589,4.17704343216676,NA,NA
"k_pedsql_emotioneel_1_recoded","integer",2423,0.252621838371376,6,81.8716467189435,100,100,NA,22.1014764437781,NA,0,100,100,-1.06634323510103,-10.7210351903247,0.550458221868185,2.76829722699112,NA,NA
"k_pedsql_emotioneel_2_recoded","integer",2423,0.252621838371376,6,75.3095336359884,75,75,NA,23.33221326394,NA,0,100,100,-0.62769027956463,-6.31081002281554,-0.201065015059329,-1.01117160489421,NA,NA
"k_pedsql_emotioneel_3_recoded","integer",2423,0.252621838371376,6,73.3801073049938,75,75,NA,23.1946572015408,NA,0,100,100,-0.410877246072994,-4.13096765567693,-0.626977127157829,-3.15311675535933,NA,NA
"k_pedsql_emotioneel_4_recoded","integer",2423,0.252621838371376,6,68.0664465538589,75,75,NA,30.7977225107914,NA,0,100,100,-0.648599033109889,-6.52102702909055,-0.596621123636591,-3.00045405175727,NA,NA
"k_pedsql_emotioneel_5_recoded","integer",2423,0.252621838371376,6,79.766817994222,100,100,NA,24.6041597874569,NA,0,100,100,-1.06623359097081,-10.7199328261516,0.386207257954844,1.94226634968177,NA,NA
"k_pedsql_lichamelijk_1_recoded","integer",2423,0.252621838371376,6,90.579859678085,100,100,NA,20.0315636272127,NA,0,100,100,-2.40007798623884,-24.1304297743796,5.7354738803617,28.8441444013664,NA,NA
"k_pedsql_lichamelijk_2_recoded","integer",2423,0.252621838371376,6,78.1572430870821,100,100,NA,28.804969998382,NA,0,100,100,-1.192868714063,-11.9931247650247,0.466472836200374,2.34592818786056,NA,NA
